"","t","s","mid","pmt","pg","subtype","hr","bank"
"275",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 06","NB_CBI"
"276",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 06","Punjab and Sind Bank"
"277",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 06","NB_KVB"
"278",1,1,"fanfight","NB","PAYTM","notprovided","2020-02-12 03","NB_IDFC"
"279",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 03","SOUTHCAROLINAF.C.U."
"280",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 01","NB_UNIB"
"281",1,0,"purplle.com","NB","PAYTM","notprovided","2020-02-12 04","NB_BHARAT"
"282",3,3,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 12","NB_SCB"
"283",2,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 07","NB_FED"
"284",2,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 12","NB_IDFC"
"285",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 06","DCB"
"286",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 10","ZILA SAHKARI BANK LTD MEERUT"
"287",1,0,"countrydelight","CARD","PAYU","notprovided","2020-02-12 10","IDFC Bank"
"288",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 11","SOUTHCAROLINAF.C.U."
"289",2,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 13","NB_INDB"
"290",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 03","Chase Bank"
"291",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 05","NB_INDB"
"292",2,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 02","NB_INDB"
"293",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 05","NB_ANDHRA"
"294",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 08","MONEYACCESSSERVICE.INC."
"295",2,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 10","NB_KARN"
"296",1,1,"zivame","CARD","PAYU","notprovided","2020-02-12 15","Tamilnad Mercantile Bank"
"297",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 16","NB_FED"
"298",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 16","South Indian Bank"
"299",2,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 15","IDFC Bank"
"300",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 15","Thanjavur Central Coop Bank"
"301",2,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 18","South Indian Bank"
"302",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 14","NB_ANDHRA"
"303",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 16","Airtel Payments Bank"
"304",4,0,"drivezy","WALLET","RAZORPAY","REDIRECT_WALLET_DEBIT","2020-02-12 15","PAYZAPP"
"305",1,0,"purplle.com","NB","PAYTM","notprovided","2020-02-12 19","NB_IDFC"
"306",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 13","NB_FED"
"307",1,1,"zivame","CARD","PAYU","notprovided","2020-02-12 10","SARVA HARYANA GRAMIN BANK"
"308",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 13","Mudra Bank"
"309",2,0,"countrydelight","NB","PAYU","notprovided","2020-02-12 02","NB_AIRTEL"
"310",2,2,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 12","Kotak Bank"
"311",3,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 02","The Catholic Syrian Bank"
"312",3,2,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 12","Airtel Payments Bank"
"313",2,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 06","NB_CORP"
"314",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 03","THE AKOLA DISTRICT CENTRAL COOP BANK LTD"
"315",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 00","NB_OBC"
"316",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 10","IDFC Bank"
"317",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 12","NB_INDUS"
"318",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 09","Mudra Bank"
"319",3,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 07","Kotak Bank"
"320",2,2,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 02","Mudra Bank"
"321",4,2,"drivezy","WALLET","RAZORPAY","REDIRECT_WALLET_DEBIT","2020-02-12 09","JIOMONEY"
"322",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 02","Mudra Bank"
"323",1,0,"pharmeasytech","UPI","notprovided","UPI_COLLECT","2020-02-12 09","Zeta"
"324",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 04","The Bharat Cooperative Bank"
"325",2,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 06","NB_SARASB"
"326",3,0,"drivezy","WALLET","RAZORPAY","REDIRECT_WALLET_DEBIT","2020-02-12 07","AIRTELMONEY"
"327",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 08","NB_CUB"
"328",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 08","NB_ALLB"
"329",1,0,"zivame","CARD","HDFC","notprovided","2020-02-12 05","OPERATINGENGINEERSLOCAL#3F.C.U."
"330",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 09","NB_IOB"
"331",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 15","NB_OBC"
"332",2,0,"drivezy","CONSUMER_FINANCE","EPAYLATER","notprovided","2020-02-12 18","EPAYLATER"
"333",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 14","COMMUNITYBANK"
"334",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 16","NB_UNIB"
"335",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-12 13","NB_IOB"
"336",1,1,"zivame","NB","PAYU","notprovided","2020-02-12 13","NB_IOB"
"337",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 18","NB_KARN"
"338",2,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 15","IDFC Bank"
"339",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 12","South Indian Bank"
"340",1,0,"countrydelight","NB","PAYTM","notprovided","2020-02-14 02","NB_DBS"
"341",3,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 02","NB_TMB"
"342",1,0,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 07","NB_KARN"
"343",2,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-14 09","JILA SAHAKARI KENDRIYA BANK MYDT JAGDALPUR"
"344",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 06","Saraswat Bank"
"345",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-14 11","CORNERSTONEBANK"
"346",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-14 02","NB_INDUS"
"347",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-14 08","NB_SBBJ"
"348",3,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-14 09","Karur Vysya Bank"
"349",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-14 09","NB_SYNB"
"350",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 16","NB_KVB"
"351",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-14 20","NB_SCB"
"352",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 19","NB_ANDHRA"
"353",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-14 14","THE NIZAMABAD DISTRICT COOP CENTRAL BANK LTD"
"354",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-14 13","NB_SOIB"
"355",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-14 15","NB_UNIB"
"356",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-14 13","Bandhan Bank"
"357",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-14 14","NB_OBC"
"358",3,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 12","Saraswat Bank"
"359",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 07","THE KRISHNA DISTRICT COOP CENTRAL BANK LTD"
"360",4,0,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 07","AIRTELMONEY"
"361",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 12","NB_CBI"
"362",1,0,"purplle.com","NB","PAYTM","notprovided","2020-02-13 12","NB_PNJSB"
"363",2,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 09","NB_SOIB"
"364",2,0,"fanfight","NB","PAYTM","notprovided","2020-02-13 07","NB_TMB"
"365",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 06","NB_FED"
"366",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 12","NB_SYNB"
"367",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 03","THE SABARKANTHA DIST CENTRAL COOP BANK LTD"
"368",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-13 08","WOORIBANK"
"369",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 10","NB_UNIB"
"370",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 11","THE KALUPUR COMMERCIAL CO OP BANK LTD"
"371",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 13","NB_CBI"
"372",1,1,"fanfight","CARD","RAZORPAY","notprovided","2020-02-13 01","Karur Vysya Bank"
"373",2,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 11","NB_CUB"
"374",9,3,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 09","AIRTELMONEY"
"375",1,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 05","NB_ANDHRA"
"376",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 09","APNA SAHAKARI BANK LTD"
"377",2,0,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 06","Kotak Bank"
"378",1,0,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 09","Kotak Bank"
"379",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 06","Tamilnad Mercantile Bank"
"380",1,0,"urbanclap","NB","notprovided","notprovided","2020-02-13 04","undefined"
"381",2,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 08","The Bharat Cooperative Bank"
"382",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 13","NB_FED"
"383",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 05","South Indian Bank"
"384",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-13 10","NB_TMB"
"385",3,1,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 02","AIRTELMONEY"
"386",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 05","IDFC Bank"
"387",3,1,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 16","AIRTELMONEY"
"388",1,0,"countrydelight","NB","PAYU","notprovided","2020-02-13 16","NB_ALLB"
"389",1,0,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 16","The Bharat Cooperative Bank"
"390",2,2,"countrydelight","NB","PAYU","notprovided","2020-02-13 14","NB_IDFC"
"391",1,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 16","NB_SYNB"
"392",2,2,"pharmeasytech","NB","PAYU","notprovided","2020-02-13 07","NB_INDUS"
"393",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 15","NB_JNK"
"394",2,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 16","Karur Vysya Bank"
"395",4,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 17","NB_CORP"
"396",4,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-13 15","SHIVAJI NAGARI SAHAKARI BANK LTD"
"397",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 14","UTKAL GRAMEEN BANK"
"398",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-13 21","Chase Bank"
"399",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 10","JANATA SAHAKARI BANK LTD PUNE"
"400",2,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 09","SOUTHCAROLINAF.C.U."
"401",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 02","DCB"
"402",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 08","J AND K GRAMEEN BANK"
"403",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 08","The Shamrao Vithal Cooperative Bank"
"404",5,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 03","NB_BOBCORP"
"405",1,0,"countrydelight","CARD","PAYU","notprovided","2020-02-12 01","SOUTHCAROLINAF.C.U."
"406",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 04","NB_CBI"
"407",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 12","UTTARAKHAND GRAMIN BANK"
"408",1,0,"purplle.com","NB","PAYTM","notprovided","2020-02-12 13","NB_ANDHRA"
"409",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 01","Saraswat Bank"
"410",1,0,"pharmeasytech","CARD","notprovided","notprovided","2020-02-12 09","Zeta"
"411",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 11","NB_BOBCORP"
"412",2,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 05","NB_VJYB"
"413",2,1,"drivezy","CONSUMER_FINANCE","EPAYLATER","notprovided","2020-02-12 03","EPAYLATER"
"414",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 09","INGBELGIUMSA/NV"
"415",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-12 12","Punjab and Sind Bank"
"416",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 04","Bandhan Bank"
"417",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 12","BANGIYA GRAMIN VIKAS BANK"
"418",1,1,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 09","NB_IOB"
"419",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 10","NB_SYNB"
"420",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 10","NB_CORP"
"421",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 09","DCB"
"422",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 13","CALSTATE9C.U."
"423",1,1,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 02","Karur Vysya Bank"
"424",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 09","THE NAINITAL BANK LTD"
"425",1,0,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 19","Punjab and Sind Bank"
"426",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 04","NB_ALLB"
"427",1,0,"drivezy","CONSUMER_FINANCE","EPAYLATER","notprovided","2020-02-12 06","EPAYLATER"
"428",2,2,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 11","IDFC Bank"
"429",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 06","BARODA UTTAR PRADESH GRAMIN BANK"
"430",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 14","Karur Vysya Bank"
"431",1,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 13","Karur Vysya Bank"
"432",2,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 16","Karur Vysya Bank"
"433",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 17","THE ADARSH COOP URBAN BANK LTD"
"434",2,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 15","DCB"
"435",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-12 16","NB_RBL"
"436",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 14","Mudra Bank"
"437",2,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 15","NB_SCB"
"438",2,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 20","Kotak Bank"
"439",1,0,"zivame","CARD","PAYU","notprovided","2020-02-12 14","BANCORPBANK"
"440",3,3,"fanfight","CARD","RAZORPAY","notprovided","2020-02-12 14","Mudra Bank"
"441",3,0,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 13","Karur Vysya Bank"
"442",1,0,"countrydelight","NB","PAYU","notprovided","2020-02-12 04","NB_CORP"
"443",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-12 03","NB_IOB"
"444",1,1,"countrydelight","CARD","PAYU","notprovided","2020-02-12 05","SOUTHCAROLINAF.C.U."
"445",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 04","Kotak Bank"
"446",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 09","NB_BOBCORP"
"447",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 09","NB_ANDHRA"
"448",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-12 10","NB_OBC"
"449",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 04","NB_BBKM"
"450",1,0,"zivame","CARD","PAYU","notprovided","2020-02-12 02","SARVA HARYANA GRAMIN BANK"
"451",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 09","Kotak Bank"
"452",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-12 06","COMMUNITYBANK"
"453",1,1,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 05","KASHI GOMTI SAMYUT GRAMIN BANK"
"454",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 12","NB_DENA"
"455",2,2,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-12 11","AIRTELMONEY"
"456",1,0,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 08","PURVANCHAL GRAMIN BANK"
"457",2,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 12","Karur Vysya Bank"
"458",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-12 12","NB_FED"
"459",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 11","NB_IOB"
"460",1,0,"countrydelight","NB","PAYU","notprovided","2020-02-12 08","NB_SCB"
"461",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 09","Bassein Catholic Bank"
"462",1,0,"pharmeasytech","NB","PAYU","notprovided","2020-02-12 10","NB_INDB"
"463",1,0,"zivame","CARD","RAZORPAY","notprovided","2020-02-12 10","BANCORPBANK"
"464",1,0,"drivezy","WALLET","RAZORPAY","REDIRECT_WALLET_DEBIT","2020-02-12 05","JIOMONEY"
"465",1,0,"pharmeasytech","NB","PAYTM","notprovided","2020-02-12 06","NB_IOB"
"466",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 17","NB_INDB"
"467",1,1,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-12 10","AIRTELMONEY"
"468",1,0,"purplle.com","NB","PAYU","notprovided","2020-02-12 17","NB_INDB"
"469",2,1,"zivame","CARD","PAYU","notprovided","2020-02-12 17","United Bank of India"
"470",2,1,"countrydelight","NB","PAYU","notprovided","2020-02-12 18","NB_CITI"
"471",1,0,"purplle.com","CARD","PAYTM","notprovided","2020-02-12 21","The Bharat Cooperative Bank"
"472",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 20","NB_JNK"
"473",4,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 15","NB_CBI"
"474",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 13","NB_INDB"
"475",2,1,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 06","NB_ANDHRA"
"476",2,1,"countrydelight","NB","PAYU","notprovided","2020-02-13 06","NB_AIRTEL"
"477",1,1,"zivame","CARD","HDFC","notprovided","2020-02-13 08","The Shamrao Vithal Cooperative Bank"
"478",2,2,"countrydelight","CARD","PAYU","notprovided","2020-02-13 09","IDFC Bank"
"479",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 04","Lakshmi Vilas Bank"
"480",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 11","Saraswat Bank"
"481",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 10","NB_PNBCORP"
"482",2,0,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 08","IDFC Bank"
"483",2,2,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 04","Tamilnad Mercantile Bank"
"484",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 03","Karur Vysya Bank"
"485",1,1,"pharmeasytech","NB","PAYTM","notprovided","2020-02-13 12","NB_IOB"
"486",3,0,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 06","Thanjavur Central Coop Bank"
"487",1,1,"zivame","CARD","PAYU","notprovided","2020-02-13 15","ASIACOMMERCIALBANK"
"488",1,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 15","NB_INDB"
"489",7,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 12","NB_JNK"
"490",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 05","BCCARDCO..LTD."
"491",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 03","SOUTHCAROLINAF.C.U."
"492",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 02","NB_INDB"
"493",2,0,"urbanclap","NB","PAYTM","notprovided","2020-02-13 10","NB_ALLB"
"494",3,3,"urbanclap","NB","PAYTM","notprovided","2020-02-13 06","NB_IDFC"
"495",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 04","NB_TNSC"
"496",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-13 04","NB_CORP"
"497",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 14","Mudra Bank"
"498",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 10","NB_ALLB"
"499",2,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 01","NB_ALLB"
"500",2,0,"drivezy","CONSUMER_FINANCE","EPAYLATER","notprovided","2020-02-13 13","EPAYLATER"
"501",1,1,"medlife_prod","NB","RAZORPAY","notprovided","2020-02-13 11","NB_SOIB"
"502",1,0,"zivame","NB","PAYU","notprovided","2020-02-13 06","NB_SYNB"
"503",3,2,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 13","AIRTELMONEY"
"504",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 13","Bandhan Bank"
"505",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-13 16","Bandhan Bank"
"506",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 16","South Indian Bank"
"507",5,2,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 15","AIRTELMONEY"
"508",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 17","NB_CBI"
"509",3,0,"drivezy","NB","GOCASHFREE","notprovided","2020-02-13 16","NB_KARN"
"510",2,1,"pharmeasytech","WALLET","AIRTELMONEY","REDIRECT_WALLET_DEBIT","2020-02-13 14","AIRTELMONEY"
"511",1,1,"zivame","NB","PAYU","notprovided","2020-02-13 14","NB_CUB"
"512",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 16","NB_BOBCORP"
"513",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 18","NB_UNIB"
"514",1,1,"drivezy","CARD","GOCASHFREE","notprovided","2020-02-13 16","COMMUNITYBANK"
"515",1,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-13 14","NB_INDUS"
"516",2,2,"pharmeasytech","CARD","PAYU","notprovided","2020-02-13 15","Bandhan Bank"
"517",2,2,"urbanclap","NB","PAYTM","notprovided","2020-02-13 15","NB_INDUS"
"518",1,0,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 02","INVESTMENTBANKVESTA(LLC)"
"519",2,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 12","IDFC Bank"
"520",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 10","SOUTHCAROLINAF.C.U."
"521",3,0,"fanfight","NB","RAZORPAY","notprovided","2020-02-12 04","NB_JNK"
"522",1,1,"medlife_prod","CARD","TPSL","notprovided","2020-02-12 08","IDFC Bank"
"523",1,1,"urbanclap","CARD","PAYTM","notprovided","2020-02-12 09","DCB"
"524",1,1,"zivame","CARD","HDFC","notprovided","2020-02-12 04","Dhanalakshmi Bank"
"525",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 07","BARODA UTTAR PRADESH GRAMIN BANK"
"526",1,1,"pharmeasytech","CARD","PAYU","notprovided","2020-02-12 11","BCCARDCO..LTD."
"527",1,1,"urbanclap","NB","PAYTM","notprovided","2020-02-12 10","NB_CBI"
"528",2,0,"fanfight","NB","PAYTM","notprovided","2020-02-12 09","NB_VJYB"
"529",1,1,"pharmeasytech","NB","RAZORPAY","notprovided","2020-02-12 08","NB_ALLB"
"530",1,0,"fanfight","CARD","GOCASHFREE","notprovided","2020-02-12 02","MADHYA BIHAR GRAMIN BANK"
